league,season,club,name,nation,pos,age,born,minute_90s,goals_against,pk_allowed,fk_goals_against,ck_goals_against,og_against,psxg,psxg_per_shot,psxg_net,psxg_net_per90,launched_passes_completed,launched_passes_att,launched_passes_completed_pct,passes_att_gk,throws_attempted,launch_pass_pct,avg_pass_len,goal_kicks_att, goal_kicks_launch_pct,goal_kicks_avg_len,crosses_faced,crosses_stopped,crosses_stopped_pct,def_act_outside_pen_area,def_act_outside_pen_area_per90,avg_distance_def_actions
GER-Bundesliga,2122,Köln,Timo Horn,GER,GK,28,1993,13.0,21,0,0,3,1,19.7,0.36,-0.3,-0.02,67,166,40.4,438,47,32.2,33.1,81,30.9,33.4,149,4,2.7,19,1.46,17.4
GER-Bundesliga,2122,Leverkusen,Andrey Lunyov,RUS,GK,29,1991,1.0,1,0,0,0,0,0.4,0.19,-0.6,-0.62,4,10,40.0,43,5,14.0,25.4,6,66.7,53.7,21,0,0.0,0,0.0,13.0
GER-Bundesliga,2122,Leverkusen,Lennart Grill,GER,GK,22,1999,1.0,2,0,0,0,1,1.8,0.31,0.8,0.84,5,17,29.4,37,7,29.7,28.5,10,60.0,43.8,12,0,0.0,0,0.0,12.0
GER-Bundesliga,2122,Leverkusen,Lukáš Hrádecký,FIN,GK,31,1989,32.0,44,2,2,6,0,41.9,0.26,-2.1,-0.07,130,381,34.1,1050,173,27.8,30.6,209,42.6,37.4,385,17,4.4,45,1.41,17.5
GER-Bundesliga,2122,Mainz 05,Finn Dahmen,GER,GK,23,1998,2.0,3,1,0,0,0,2.1,0.24,-0.9,-0.43,3,14,21.4,59,9,16.9,25.8,20,20.0,31.2,27,2,7.4,2,1.0,14.4
GER-Bundesliga,2122,Mainz 05,Robin Zentner,GER,GK,26,1994,32.0,42,4,0,4,1,39.1,0.29,-1.9,-0.06,119,389,30.6,766,166,36.9,34.4,236,44.9,39.4,423,29,6.9,68,2.13,17.9
GER-Bundesliga,2122,RB Leipzig,Josep Martinez,ESP,GK,23,1998,1.0,3,0,0,0,0,1.5,0.37,-1.5,-1.51,2,5,40.0,14,1,28.6,29.6,7,14.3,29.4,4,0,0.0,4,4.0,25.0
GER-Bundesliga,2122,RB Leipzig,Philipp Tschauner,GER,GK,35,1985,0.0,0,0,0,0,0,0.0,,0.0,0.0,1,2,50.0,5,0,40.0,36.4,0,,,0,0,,0,0.0,
GER-Bundesliga,2122,RB Leipzig,Péter Gulácsi,HUN,GK,31,1990,33.0,34,3,0,6,1,31.9,0.27,-1.1,-0.03,117,310,37.7,976,162,24.9,29.5,198,33.8,33.1,349,14,4.0,61,1.85,20.6
GER-Bundesliga,2122,Stuttgart,Fabian Bredlow,GER,GK,26,1995,4.0,7,0,0,3,0,6.7,0.28,-0.3,-0.07,10,22,45.5,92,22,20.7,26.8,37,8.1,19.6,67,2,3.0,4,1.0,17.8
GER-Bundesliga,2122,Stuttgart,Florian Müller,GER,GK,23,1997,30.0,52,4,1,5,1,46.3,0.31,-4.7,-0.16,92,235,39.1,773,152,21.2,27.3,240,29.6,30.7,447,17,3.8,37,1.23,15.4
GER-Bundesliga,2122,Union Berlin,Andreas Luthe,GER,GK,34,1987,27.0,39,2,0,5,3,30.5,0.29,-5.5,-0.2,163,472,34.5,784,122,43.6,36.0,217,59.9,44.2,399,29,7.3,24,0.89,12.9
GER-Bundesliga,2122,Union Berlin,Frederik Rønnow,DEN,GK,28,1992,7.0,5,0,0,0,1,3.4,0.19,-0.6,-0.09,43,122,35.2,213,28,45.1,36.3,43,60.5,45.2,83,11,13.3,3,0.43,10.2
GER-Bundesliga,2122,Wolfsburg,Koen Casteels,BEL,GK,29,1992,28.0,40,3,0,4,0,42.0,0.32,2.0,0.07,165,370,44.6,873,135,30.6,32.3,204,50.5,42.1,413,31,7.5,30,1.07,14.8
GER-Bundesliga,2122,Wolfsburg,Pavao Pervan,AUT,GK,33,1987,6.0,14,1,1,2,1,11.3,0.27,-1.7,-0.29,18,58,31.0,158,31,31.0,31.8,49,18.4,26.4,97,2,2.1,7,1.17,13.6
GER-Bundesliga,2223,Augsburg,Rafał Gikiewicz,POL,GK,34,1987,23.0,41,1,1,4,0,41.3,0.28,0.3,0.01,185,452,40.9,916,127,33.3,33.0,234,62.8,48.9,363,21,5.8,45,1.96,16.7
GER-Bundesliga,2223,Augsburg,Tomáš Koubek,CZE,GK,29,1992,11.0,22,0,1,0,2,22.0,0.36,2.0,0.19,77,225,34.2,414,48,37.9,36.5,96,70.8,52.5,176,10,5.7,22,2.0,16.8
GER-Bundesliga,2223,Bayern Munich,Manuel Neuer,GER,GK,36,1986,12.0,11,2,0,0,0,14.7,0.29,3.7,0.31,39,79,49.4,435,81,16.6,26.8,69,10.1,23.8,103,4,3.9,23,1.92,19.5
GER-Bundesliga,2223,Bayern Munich,Sven Ulreich,GER,GK,33,1988,3.0,2,0,0,1,0,2.4,0.18,0.4,0.13,9,26,34.6,112,21,20.5,26.0,18,16.7,23.4,34,2,5.9,4,1.33,17.5
GER-Bundesliga,2223,Bayern Munich,Yann Sommer,SUI,GK,33,1988,19.0,25,7,1,1,0,23.7,0.32,-1.3,-0.07,48,118,40.7,651,83,14.6,25.1,98,23.5,28.7,212,12,5.7,27,1.42,16.7
GER-Bundesliga,2223,Bochum,Manuel Riemann,GER,GK,33,1988,34.0,72,8,2,9,3,69.0,0.3,0.0,0.0,554,1175,47.1,1489,83,66.8,44.7,261,69.0,50.6,536,31,5.8,121,3.56,22.2
GER-Bundesliga,2223,Dortmund,Alexander Meyer,GER,GK,31,1991,7.0,12,0,0,2,0,7.9,0.25,-4.1,-0.58,24,60,40.0,278,35,16.2,27.3,44,34.1,35.0,91,8,8.8,18,2.57,19.8
GER-Bundesliga,2223,Dortmund,Gregor Kobel,SUI,GK,24,1997,27.0,32,1,0,5,1,33.8,0.29,2.8,0.1,100,252,39.7,855,122,20.9,28.9,192,38.0,36.5,295,15,5.1,37,1.37,17.1
GER-Bundesliga,2223,Eint Frankfurt,Diant Ramaj,GER,GK,20,2001,1.0,1,0,0,1,0,1.0,0.2,0.0,0.01,1,3,33.3,21,7,9.5,29.1,4,25.0,22.0,15,1,6.7,1,1.0,11.5
GER-Bundesliga,2223,Eint Frankfurt,Kevin Trapp,GER,GK,32,1990,33.0,51,2,1,7,1,42.3,0.32,-7.7,-0.23,80,326,24.5,664,128,39.2,34.8,219,30.1,34.1,401,17,4.2,24,0.73,14.4
GER-Bundesliga,2223,Freiburg,Mark Flekken,NED,GK,29,1993,34.0,44,5,0,4,0,46.4,0.28,2.4,0.07,271,665,40.8,1231,121,40.2,37.6,231,73.6,58.0,434,32,7.4,43,1.26,15.0
GER-Bundesliga,2223,Gladbach,Jan Olschowsky,GER,GK,20,2001,4.0,11,1,0,1,0,11.4,0.39,0.4,0.09,11,37,29.7,123,25,28.5,30.5,36,5.6,20.9,59,6,10.2,4,1.0,12.9
GER-Bundesliga,2223,Gladbach,Jonas Omlin,SUI,GK,28,1994,14.3,18,2,0,0,0,18.1,0.29,0.1,0.0,57,177,32.2,638,74,22.3,28.7,100,35.0,35.3,220,15,6.8,20,1.4,14.8
GER-Bundesliga,2223,Gladbach,Tobias Sippel,GER,GK,34,1988,5.7,12,1,0,3,0,11.6,0.33,-0.4,-0.08,25,106,23.6,212,23,33.5,32.7,48,72.9,53.1,88,2,2.3,4,0.71,13.1
GER-Bundesliga,2223,Gladbach,Yann Sommer,SUI,GK,33,1988,10.0,14,2,1,0,1,16.7,0.25,3.7,0.37,48,141,34.0,517,52,23.0,28.2,90,24.4,28.6,162,5,3.1,13,1.3,14.6
GER-Bundesliga,2223,Hertha BSC,Oliver Christensen,DEN,GK,23,1999,33.0,68,5,4,8,0,57.9,0.33,-10.1,-0.31,204,586,34.8,977,166,42.5,35.9,235,72.8,54.3,486,33,6.8,70,2.12,18.8
GER-Bundesliga,2223,Hertha BSC,Tjark Ernst,GER,GK,19,2003,1.0,1,0,0,0,0,2.5,0.36,1.5,1.52,5,13,38.5,22,6,27.3,31.2,13,53.8,43.1,18,0,0.0,0,0.0,3.5
GER-Bundesliga,2223,Hoffenheim,Oliver Baumann,GER,GK,32,1990,34.0,57,2,1,11,1,50.4,0.31,-5.6,-0.16,206,525,39.2,1164,168,35.3,33.6,249,45.8,39.3,529,43,8.1,43,1.26,13.4
GER-Bundesliga,2223,Köln,Marvin Schwäbe,GER,GK,27,1995,34.0,54,4,4,4,3,42.3,0.3,-8.7,-0.26,154,404,38.1,1203,117,28.8,31.3,185,31.4,33.9,468,19,4.1,22,0.65,13.4
GER-Bundesliga,2223,Leverkusen,Andrey Lunyov,RUS,GK,30,1991,1.0,2,0,0,0,0,1.4,0.35,-0.6,-0.61,4,10,40.0,41,7,24.4,30.3,3,0.0,15.3,6,1,16.7,1,1.0,13.0
GER-Bundesliga,2223,Leverkusen,Lukáš Hrádecký,FIN,GK,32,1989,33.0,47,7,1,5,2,41.3,0.25,-3.7,-0.11,117,373,31.4,899,148,31.3,32.0,202,45.5,38.7,404,27,6.7,26,0.79,14.1
GER-Bundesliga,2223,Mainz 05,Finn Dahmen,GER,GK,24,1998,8.0,16,1,0,3,0,13.5,0.25,-2.5,-0.32,48,139,34.5,226,38,42.9,36.6,54,77.8,54.5,158,17,10.8,8,1.0,13.8
GER-Bundesliga,2223,Mainz 05,Robin Zentner,GER,GK,27,1994,26.0,39,3,1,2,0,35.4,0.3,-3.6,-0.14,160,474,33.8,672,146,50.0,40.0,194,71.1,54.1,321,43,13.4,53,2.04,17.4
GER-Bundesliga,2223,RB Leipzig,Janis Blaswich,GER,GK,31,1991,26.0,29,6,0,2,0,26.9,0.27,-2.1,-0.08,59,189,31.2,985,126,14.9,25.3,156,26.9,30.0,288,20,6.9,39,1.5,17.0
GER-Bundesliga,2223,RB Leipzig,Péter Gulácsi,HUN,GK,32,1990,6.0,10,1,0,2,1,10.1,0.37,1.1,0.19,11,37,29.7,179,37,15.6,26.4,36,25.0,29.6,61,3,4.9,10,1.67,19.4
GER-Bundesliga,2223,RB Leipzig,Ørjan Nyland,NOR,GK,31,1990,2.0,2,0,0,1,1,1.8,0.36,0.8,0.39,11,33,33.3,83,9,32.5,33.6,15,40.0,36.7,28,0,0.0,0,0.0,12.5
GER-Bundesliga,2223,Schalke 04,Alexander Schwolow,GER,GK,30,1992,22.6,58,4,1,6,0,45.8,0.31,-12.2,-0.54,180,441,40.8,676,79,46.4,38.4,174,73.0,55.2,321,7,2.2,23,1.02,15.0
GER-Bundesliga,2223,Schalke 04,Ralf Fährmann,GER,GK,33,1988,11.4,13,1,0,1,1,12.4,0.21,0.4,0.04,99,217,45.6,358,50,45.0,36.8,83,67.5,48.9,162,11,6.8,9,0.79,11.6
GER-Bundesliga,2223,Stuttgart,Fabian Bredlow,GER,GK,27,1995,15.0,23,5,0,3,1,20.1,0.26,-1.9,-0.13,55,129,42.6,503,86,20.3,27.6,91,29.7,33.5,203,12,5.9,15,1.0,15.2
GER-Bundesliga,2223,Stuttgart,Florian Müller,GER,GK,24,1997,19.0,34,1,2,3,0,27.2,0.3,-6.8,-0.36,98,212,46.2,599,98,26.9,29.2,133,38.3,36.6,260,6,2.3,28,1.47,18.9
GER-Bundesliga,2223,Union Berlin,Frederik Rønnow,DEN,GK,29,1992,29.0,27,5,0,5,0,35.2,0.26,8.2,0.28,240,605,39.7,1115,109,44.6,36.5,163,66.3,49.4,434,43,9.9,29,1.0,13.5
GER-Bundesliga,2223,Union Berlin,Lennart Grill,GER,GK,23,1999,5.0,11,2,0,1,0,9.0,0.28,-2.0,-0.41,48,108,44.4,197,28,48.2,37.1,17,76.5,55.2,47,8,17.0,7,1.4,15.1
GER-Bundesliga,2223,Werder Bremen,Jiří Pavlenka,CZE,GK,30,1992,32.3,61,2,0,5,2,51.9,0.29,-7.1,-0.22,198,497,39.8,893,152,40.1,36.3,279,49.8,42.9,481,22,4.6,38,1.18,14.9
GER-Bundesliga,2223,Werder Bremen,Michael Zetterer,GER,GK,27,1995,1.7,3,0,0,1,0,3.2,0.24,0.2,0.11,16,33,48.5,49,13,51.0,41.6,12,66.7,50.3,15,3,20.0,4,2.37,16.5
GER-Bundesliga,2223,Wolfsburg,Koen Casteels,BEL,GK,30,1992,34.0,48,4,0,5,3,43.9,0.27,-1.1,-0.03,257,588,43.7,1326,183,33.3,33.7,258,57.0,47.5,489,29,5.9,51,1.5,16.5
GER-Bundesliga,2324,Augsburg,Finn Dahmen,GER,GK,25,1998,31.0,52,7,0,10,2,49.3,0.26,-0.7,-0.02,169,450,37.6,1151,92,30.8,32.4,187,51.3,44.3,484,28,5.8,50,1.61,15.0
GER-Bundesliga,2324,Augsburg,Tomáš Koubek,CZE,GK,30,1992,3.0,8,0,0,2,0,6.7,0.29,-1.3,-0.43,16,40,40.0,74,6,36.5,34.5,24,54.2,46.5,36,2,5.6,2,0.67,11.6
GER-Bundesliga,2324,Bayern Munich,Daniel Peretz,ISR,GK,23,2000,0.2,0,0,0,0,0,0.0,,0.0,0.0,0,4,0.0,15,3,26.7,33.1,2,0.0,16.5,2,0,0.0,0,0.0,
GER-Bundesliga,2324,Bayern Munich,Manuel Neuer,GER,GK,37,1986,22.8,33,2,1,1,0,29.1,0.29,-3.9,-0.17,73,159,45.9,779,110,18.6,27.7,97,14.4,26.0,231,9,3.9,32,1.4,17.5
GER-Bundesliga,2324,Bayern Munich,Sven Ulreich,GER,GK,34,1988,11.0,12,1,1,2,0,11.8,0.35,-0.2,-0.01,26,79,32.9,348,57,20.4,26.2,47,17.0,26.4,108,5,4.6,16,1.45,19.9
GER-Bundesliga,2324,Bochum,Andreas Luthe,GER,GK,36,1987,1.0,4,0,0,0,1,2.7,0.68,-0.3,-0.3,20,43,46.5,42,2,85.7,51.3,7,100.0,61.1,13,0,0.0,0,0.0,7.7
GER-Bundesliga,2324,Bochum,Manuel Riemann,GER,GK,34,1988,33.0,70,9,0,9,3,59.6,0.27,-7.4,-0.22,430,1041,41.3,1498,89,61.0,42.5,208,61.1,46.9,510,35,6.9,104,3.15,19.8
GER-Bundesliga,2324,Darmstadt 98,Alexander Brunst,GER,GK,28,1995,3.0,10,0,0,2,0,6.3,0.37,-3.7,-1.25,33,72,45.8,129,13,41.1,36.0,21,90.5,59.6,51,3,5.9,9,3.0,19.1
GER-Bundesliga,2324,Darmstadt 98,Marcel Schuhen,GER,GK,30,1993,31.0,76,1,2,7,2,68.0,0.34,-6.0,-0.19,245,618,39.6,1204,182,36.3,34.8,289,62.6,48.5,453,24,5.3,51,1.65,16.5
GER-Bundesliga,2324,Dortmund,Alexander Meyer,GER,GK,32,1991,7.7,9,0,0,0,1,7.8,0.3,-0.2,-0.03,27,81,33.3,334,29,20.1,28.3,31,45.2,42.1,107,8,7.5,7,0.91,14.5
GER-Bundesliga,2324,Dortmund,Gregor Kobel,SUI,GK,25,1997,26.3,34,5,0,9,1,36.8,0.28,3.8,0.14,106,268,39.6,1006,106,19.6,28.1,165,43.0,38.5,359,7,1.9,17,0.65,12.5
GER-Bundesliga,2324,Eint Frankfurt,Jens Grahl,GER,GK,34,1988,2.0,2,0,0,0,0,1.4,0.15,-0.6,-0.31,4,29,13.8,77,15,31.2,34.4,15,33.3,37.9,33,4,12.1,4,2.0,15.7
GER-Bundesliga,2324,Eint Frankfurt,Kevin Trapp,GER,GK,33,1990,32.0,48,9,0,4,0,48.3,0.28,0.3,0.01,102,361,28.3,949,137,28.9,29.8,212,41.0,36.2,452,16,3.5,30,0.94,15.2
GER-Bundesliga,2324,Freiburg,Noah Atubolu,GER,GK,21,2002,34.0,58,3,1,5,1,50.0,0.3,-7.0,-0.21,193,568,34.0,1148,160,35.4,34.2,241,67.2,50.7,485,31,6.4,30,0.88,13.6
GER-Bundesliga,2324,Gladbach,Jonas Omlin,SUI,GK,29,1994,7.0,18,2,0,1,0,13.3,0.24,-4.7,-0.67,32,90,35.6,242,37,30.2,32.3,34,50.0,41.8,78,7,9.0,12,1.71,15.3
GER-Bundesliga,2324,Gladbach,Moritz Nicolas,GER,GK,25,1997,27.0,49,4,0,6,0,45.1,0.26,-3.9,-0.14,112,315,35.6,888,140,26.0,29.7,161,52.2,42.5,460,21,4.6,22,0.81,13.2
GER-Bundesliga,2324,Heidenheim,Kevin Müller,GER,GK,32,1991,34.0,55,7,0,7,3,53.6,0.27,1.6,0.05,249,595,41.8,1164,167,35.2,35.9,316,58.5,46.1,495,24,4.8,17,0.5,13.2
GER-Bundesliga,2324,Hoffenheim,Oliver Baumann,GER,GK,33,1990,34.0,66,2,3,9,1,68.6,0.31,3.6,0.11,208,529,39.3,1159,165,33.7,32.7,249,55.4,44.9,545,31,5.7,73,2.15,16.7
GER-Bundesliga,2324,Köln,Marvin Schwäbe,GER,GK,28,1995,34.0,60,3,0,10,0,62.0,0.36,2.0,0.06,135,372,36.3,1148,101,28.4,31.4,149,30.9,34.3,504,14,2.8,21,0.62,13.4
GER-Bundesliga,2324,Leverkusen,Lukáš Hrádecký,FIN,GK,33,1989,33.0,24,0,0,4,0,27.5,0.27,3.5,0.11,71,202,35.1,736,165,20.8,27.6,145,33.8,34.5,313,27,8.6,39,1.18,16.5
GER-Bundesliga,2324,Leverkusen,Matej Kovar,CZE,GK,23,2000,1.0,0,0,0,0,0,0.4,0.15,0.4,0.44,0,0,,17,6,0.0,22.1,0,,,3,1,33.3,1,1.0,15.0
GER-Bundesliga,2324,Mainz 05,Daniel Batz,GER,GK,32,1991,4.0,3,0,1,0,0,2.4,0.15,-0.6,-0.15,18,58,31.0,132,14,38.6,34.7,21,33.3,34.8,38,4,10.5,2,0.5,11.3
GER-Bundesliga,2324,Mainz 05,Robin Zentner,GER,GK,28,1994,30.0,48,3,1,2,1,49.2,0.37,2.2,0.07,180,512,35.2,862,146,47.3,38.5,177,58.8,46.4,393,42,10.7,48,1.6,16.0
GER-Bundesliga,2324,RB Leipzig,Janis Blaswich,GER,GK,32,1991,21.0,30,4,0,7,0,25.3,0.28,-4.7,-0.22,57,155,36.8,822,89,14.7,25.7,134,25.4,30.7,251,16,6.4,37,1.76,17.6
GER-Bundesliga,2324,RB Leipzig,Péter Gulácsi,HUN,GK,33,1990,13.0,9,0,1,1,1,10.3,0.25,2.3,0.17,22,79,27.8,373,58,12.9,25.1,97,32.0,32.2,175,7,4.0,14,1.08,14.5
GER-Bundesliga,2324,Stuttgart,Alexander Nübel,GER,GK,26,1996,30.0,36,3,0,5,3,30.8,0.27,-2.2,-0.07,126,291,43.3,1103,132,23.1,28.7,112,32.1,32.7,341,30,8.8,57,1.9,17.3
GER-Bundesliga,2324,Stuttgart,Fabian Bredlow,GER,GK,28,1995,4.0,3,0,0,1,0,5.0,0.23,2.0,0.49,22,61,36.1,168,15,31.5,31.0,11,72.7,51.7,55,1,1.8,5,1.25,16.6
GER-Bundesliga,2324,Union Berlin,Alexander Schwolow,GER,GK,31,1992,1.0,2,0,0,0,0,1.2,0.2,-0.8,-0.81,4,10,40.0,28,4,32.1,34.1,8,12.5,28.4,13,0,0.0,0,0.0,5.0
GER-Bundesliga,2324,Union Berlin,Frederik Rønnow,DEN,GK,30,1992,33.0,56,5,2,7,1,51.7,0.28,-3.3,-0.1,198,525,37.7,1096,174,35.2,33.6,218,63.8,47.4,539,54,10.0,37,1.12,12.9
GER-Bundesliga,2324,Werder Bremen,Jiří Pavlenka,CZE,GK,31,1992,7.0,17,2,0,1,0,13.1,0.3,-3.9,-0.56,31,85,36.5,177,37,37.9,34.2,69,26.1,32.5,109,7,6.4,9,1.29,14.4
GER-Bundesliga,2324,Werder Bremen,Michael Zetterer,GER,GK,28,1995,27.0,37,4,0,4,1,41.0,0.3,5.0,0.18,145,330,43.9,977,161,28.5,32.7,144,36.1,38.1,407,34,8.4,30,1.11,14.6
GER-Bundesliga,2324,Wolfsburg,Koen Casteels,BEL,GK,31,1992,25.0,39,2,0,2,2,36.4,0.3,-0.6,-0.03,161,390,41.3,786,118,36.3,35.0,161,65.2,48.4,335,25,7.5,38,1.52,15.7
GER-Bundesliga,2324,Wolfsburg,Pavao Pervan,AUT,GK,35,1987,9.0,17,0,2,2,1,11.5,0.32,-4.5,-0.51,40,104,38.5,263,39,33.5,32.8,37,43.2,39.6,127,1,0.8,3,0.33,12.1
INT-European Championship,2021,Austria,Daniel Bachmann,Austria,GK,26,1994,4.3,5,1,0,0,0,5.0,0.37,0.0,0.0,18,48,37.5,122,20,36.1,32.9,31,12.9,25.6,34,2,5.9,2,0.5,14.5
INT-European Championship,2021,Belgium,Thibaut Courtois,Belgium,GK,28,1992,5.0,3,0,0,0,0,4.1,0.29,1.1,0.21,23,48,47.9,127,30,26.8,30.6,43,32.6,33.4,54,2,3.7,3,0.6,10.9
INT-European Championship,2021,Croatia,Dominik Livaković,Croatia,GK,26,1995,4.3,8,1,0,0,0,6.0,0.31,-2.0,-0.51,17,48,35.4,95,24,35.8,33.5,34,41.2,36.1,58,3,5.2,2,0.5,9.6
INT-European Championship,2021,Czechia,Tomáš Vaclík,Czechia,GK,31,1989,5.0,4,0,0,1,0,6.5,0.43,2.5,0.5,23,79,29.1,125,21,44.8,38.8,29,79.3,53.3,73,4,5.5,3,0.6,13.7
INT-European Championship,2021,Denmark,Kasper Schmeichel,Denmark,GK,34,1986,6.3,7,1,0,0,1,6.6,0.2,0.6,0.09,43,89,48.3,126,17,50.8,39.7,33,75.8,53.8,70,0,0.0,7,1.17,17.9
INT-European Championship,2021,England,Jordan Pickford,England,GK,26,1994,7.7,2,0,1,1,0,3.4,0.22,1.4,0.2,46,121,38.0,210,42,43.8,37.0,47,61.7,48.2,71,1,1.4,4,0.57,11.9
INT-European Championship,2021,Finland,Lukáš Hrádecký,Finland,GK,31,1989,3.0,3,0,0,0,1,3.8,0.18,1.8,0.61,21,65,32.3,86,12,57.0,42.8,29,55.2,44.0,54,6,11.1,1,0.33,9.5
INT-European Championship,2021,France,Hugo Lloris,France,GK,34,1986,4.3,6,2,0,0,0,6.6,0.29,0.6,0.16,25,43,58.1,80,20,37.5,35.6,29,44.8,35.7,38,5,13.2,6,1.5,14.3
INT-European Championship,2021,Germany,Manuel Neuer,Germany,GK,34,1986,4.0,7,0,0,0,1,4.7,0.43,-1.3,-0.32,12,23,52.2,131,21,16.0,27.3,15,13.3,26.3,33,1,3.0,7,1.75,19.1
INT-European Championship,2021,Hungary,Péter Gulácsi,Hungary,GK,30,1990,3.0,6,1,0,0,0,5.9,0.29,-0.1,-0.03,12,30,40.0,71,11,31.0,31.6,30,26.7,26.8,56,1,1.8,1,0.33,8.6
INT-European Championship,2021,Italy,Gianluigi Donnarumma,Italy,GK,21,1999,8.0,4,1,0,1,0,3.8,0.2,-0.2,-0.03,21,53,39.6,209,46,21.1,25.8,29,31.0,29.2,68,3,4.4,7,1.0,14.7
INT-European Championship,2021,Italy,Salvatore Sirigu,Italy,GK,34,1987,0.0,0,0,0,0,0,0.0,,0.0,0.0,0,0,,1,0,0.0,23.0,0,,,0,0,,0,0.0,
INT-European Championship,2021,N. Macedonia,Stole Dimitrievski,N. Macedonia,GK,27,1993,3.0,8,0,0,1,0,9.5,0.48,1.5,0.51,19,40,47.5,77,17,36.4,36.3,23,52.2,43.5,32,2,6.3,6,2.0,13.6
INT-European Championship,2021,Netherlands,Maarten Stekelenburg,Netherlands,GK,38,1982,4.0,4,0,0,0,0,4.4,0.37,0.4,0.11,17,63,27.0,113,14,45.1,39.6,26,46.2,40.2,42,2,4.8,1,0.25,12.7
INT-European Championship,2021,Poland,Wojciech Szczęsny,Poland,GK,30,1990,3.0,6,0,0,1,1,4.3,0.39,-0.7,-0.23,19,44,43.2,51,7,64.7,44.8,16,68.8,50.4,39,1,2.6,2,0.67,15.5
INT-European Championship,2021,Portugal,Rui Patrício,Portugal,GK,32,1988,4.0,7,1,0,0,2,5.8,0.3,0.8,0.2,4,19,21.1,78,22,23.1,28.2,23,4.3,18.3,28,0,0.0,3,0.75,17.4
INT-European Championship,2021,Russia,Anton Shunin,Russia,GK,34,1987,1.0,3,0,0,0,0,2.1,0.52,-0.9,-0.91,6,18,33.3,22,2,63.6,43.9,6,66.7,52.5,8,0,0.0,0,0.0,5.5
INT-European Championship,2021,Russia,Matvei Safonov,Russia,GK,21,1999,2.0,4,0,0,0,0,2.8,0.3,-1.2,-0.59,21,33,63.6,38,11,60.5,41.8,13,76.9,49.2,29,2,6.9,4,2.0,14.0
INT-European Championship,2021,Scotland,David Marshall,Scotland,GK,35,1985,3.0,5,0,0,2,0,4.0,0.28,-1.0,-0.35,26,74,35.1,91,12,57.1,42.2,23,95.7,63.6,32,0,0.0,8,2.67,27.2
INT-European Championship,2021,Slovakia,Martin Dúbravka,Slovakia,GK,32,1989,3.0,7,1,0,2,2,8.2,0.39,3.2,1.07,15,49,30.6,93,15,35.5,31.3,28,57.1,44.6,59,3,5.1,0,0.0,7.5
INT-European Championship,2021,Spain,Unai Simón,Spain,GK,23,1997,7.0,6,0,0,0,1,6.0,0.43,1.0,0.16,14,27,51.9,207,36,12.1,23.9,25,8.0,23.0,32,0,0.0,16,2.67,19.8
INT-European Championship,2021,Sweden,Robin Olsen,Sweden,GK,31,1990,4.3,4,0,0,0,0,5.1,0.34,1.1,0.28,14,75,18.7,81,10,53.1,43.5,38,84.2,60.2,86,1,1.2,5,1.25,15.8
INT-European Championship,2021,Switzerland,Yann Sommer,Switzerland,GK,32,1988,5.7,9,0,0,1,1,7.8,0.3,-0.2,-0.03,27,62,43.5,125,21,34.4,31.8,53,35.8,33.2,80,1,1.3,4,0.8,13.9
INT-European Championship,2021,Türkiye,Uğurcan Çakır,Türkiye,GK,24,1996,3.0,8,0,0,1,1,8.5,0.34,1.5,0.49,16,51,31.4,71,20,45.1,39.5,33,57.6,48.6,45,0,0.0,4,1.33,14.6
INT-European Championship,2021,Ukraine,Heorhiy Bushchan,Ukraine,GK,26,1994,5.3,10,0,0,2,0,7.7,0.3,-2.3,-0.47,20,55,36.4,101,22,38.6,34.8,40,40.0,38.1,56,4,7.1,1,0.2,9.2
INT-European Championship,2021,Wales,Danny Ward,Wales,GK,27,1993,4.0,6,0,0,1,0,6.6,0.3,0.6,0.16,26,73,35.6,87,16,58.6,43.7,38,57.9,45.7,81,5,6.2,0,0.0,7.9
INT-Women's World Cup,1920,Argentina,Vanina Correa,Argentina,GK,35,1983,3.0,4,0,0,2,0,5.7,0.33,1.7,0.56,18,43,41.9,31,3,61.3,41.5,37,64.9,42.9,48,3,6.3,0,0.0,9.9
INT-Women's World Cup,1920,Australia,Lydia Williams,Australia,GK,31,1988,4.3,6,1,0,0,0,7.0,0.35,1.0,0.24,12,21,57.1,108,22,12.0,26.3,32,25.0,31.0,57,1,1.8,11,2.75,17.4
INT-Women's World Cup,1920,Brazil,Bárbara,Brazil,GK,30,1988,4.3,5,0,0,0,1,5.6,0.37,1.6,0.39,5,14,35.7,114,28,9.6,25.7,37,8.1,25.9,65,8,12.3,7,1.75,16.6
INT-Women's World Cup,1920,Cameroon,Annette Ngo Ndom,Cameroon,GK,34,1985,4.0,8,0,1,2,1,5.3,0.44,-1.7,-0.44,13,57,22.8,60,2,70.0,49.5,32,46.9,34.9,55,6,10.9,3,0.75,14.4
INT-Women's World Cup,1920,Canada,Stephanie Labbé,Canada,GK,32,1986,4.0,3,0,0,0,0,2.6,0.64,-0.4,-0.11,21,53,39.6,107,13,36.4,32.1,22,63.6,44.0,22,1,4.5,12,3.0,20.9
INT-Women's World Cup,1920,Chile,Christiane Endler,Chile,GK,27,1991,3.0,5,0,0,2,0,4.6,0.27,-0.4,-0.13,27,62,43.5,65,8,63.1,41.3,28,75.0,45.4,55,2,3.6,0,0.0,4.8
