league,season,team,name,nation,pos,age,born,minute_90s,sca,sca_90,passlive_sca,passdead_sca,to_sca,sh_sca,fld_sca,def_sca,gca,gca_90,passlive_gca,passdead_gca,to_gca,sh_gca,fld_gca,def_gca
FRA-Ligue 1,1819,Guingamp,Karl-Johan Johnsson,SWE,GK,28,1990,17.0,2,0.12,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Lebogang Phiri,RSA,MF,23,1994,21.4,36,1.68,28,0,3,3,2,0,3,0.14,0,0,1,1,1,0
FRA-Ligue 1,1819,Guingamp,Louis Carnot,FRA,MF,17,2001,0.1,1,11.25,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Lucas Deaux,FRA,MF,29,1988,13.2,22,1.67,22,0,0,0,0,0,3,0.23,3,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Ludovic Blas,FRA,"MF,FW",20,1997,26.4,56,2.12,44,0,4,4,2,2,10,0.38,9,0,0,1,0,0
FRA-Ligue 1,1819,Guingamp,Marc-Aurèle Caillard,FRA,GK,24,1994,21.0,3,0.14,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Marcus Coco,FRA,"FW,MF",22,1996,20.4,53,2.6,43,0,1,3,5,1,3,0.15,2,0,0,0,1,0
FRA-Ligue 1,1819,Guingamp,Marcus Thuram,FRA,"FW,MF",20,1997,28.6,91,3.18,65,0,13,5,7,1,6,0.21,3,0,0,1,2,0
FRA-Ligue 1,1819,Guingamp,Matthias Phaeton,GLP,"FW,MF",18,2000,0.6,2,3.27,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Mehdi Merghem,FRA,"FW,MF",21,1997,8.0,15,1.87,9,0,2,1,3,0,1,0.12,1,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Nathaël Julan,FRA,"FW,MF",22,1996,4.8,10,2.07,9,0,0,0,1,0,1,0.21,1,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Nicolas Benezet,FRA,"MF,FW",27,1991,18.5,82,4.43,47,18,3,6,6,2,4,0.22,1,2,0,1,0,0
FRA-Ligue 1,1819,Guingamp,Nolan Roux,FRA,FW,30,1988,17.1,42,2.46,25,0,1,5,10,1,3,0.18,2,0,0,0,1,0
FRA-Ligue 1,1819,Guingamp,Papy Djilobodji,SEN,DF,29,1988,1.9,3,1.54,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Pedro Rebocho,POR,DF,23,1995,36.0,89,2.47,50,33,3,2,1,0,8,0.22,3,5,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Ronny Rodelin,FRA,"MF,FW",28,1989,8.8,29,3.32,24,0,2,1,2,0,1,0.11,1,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Yannis Salibur,FRA,MF,27,1991,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Yeni Ngbakoto,COD,"MF,FW",26,1992,6.3,19,3.02,8,9,1,0,1,0,1,0.16,1,0,0,0,0,0
FRA-Ligue 1,1819,Guingamp,Étienne Didot,FRA,MF,35,1983,23.4,45,1.92,32,7,0,0,5,1,3,0.13,3,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Adama Soumaoro,FRA,DF,26,1992,19.1,5,0.26,4,0,0,1,0,0,1,0.05,1,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Arton Zekaj,KVX,FW,18,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Boubakary Soumaré,FRA,MF,19,1999,6.3,14,2.23,10,0,1,0,2,1,5,0.8,2,0,1,0,1,1
FRA-Ligue 1,1819,Lille,Edgar Ié,GNB,DF,24,1994,2.7,4,1.51,4,0,0,0,0,0,1,0.38,1,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Fodé Ballo-Touré,SEN,DF,21,1997,17.7,18,1.02,14,1,0,0,3,0,2,0.11,1,0,0,0,1,0
FRA-Ligue 1,1819,Lille,Gabriel Magalhães,BRA,DF,20,1997,11.8,14,1.18,11,1,0,1,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Jonathan Bamba,CIV,"FW,MF",22,1996,33.4,102,3.06,83,2,7,4,6,0,9,0.27,6,0,1,1,1,0
FRA-Ligue 1,1819,Lille,Jonathan Ikone,FRA,"MF,FW",20,1998,31.1,122,3.93,92,2,18,2,6,2,21,0.68,15,1,4,0,1,0
FRA-Ligue 1,1819,Lille,José Fonte,POR,DF,34,1983,34.6,26,0.75,22,1,0,3,0,0,2,0.06,2,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Jérémy Pied,FRA,DF,29,1989,5.2,12,2.3,11,1,0,0,0,0,2,0.38,2,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Kouadio-Yves Dabila,CIV,DF,21,1997,8.7,3,0.35,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Lebo Mothiba,RSA,FW,22,1996,2.8,6,2.13,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Loïc Rémy,FRA,FW,31,1987,13.4,24,1.79,15,0,2,5,2,0,5,0.37,3,0,1,0,1,0
FRA-Ligue 1,1819,Lille,Luiz Araújo,BRA,"FW,MF",22,1996,8.7,30,3.46,23,3,1,2,1,0,3,0.35,2,0,1,0,0,0
FRA-Ligue 1,1819,Lille,Mike Maignan,FRA,GK,23,1995,38.0,4,0.11,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Nicolas Pépé,CIV,"FW,MF",23,1995,36.9,176,4.77,111,9,19,12,23,2,36,0.97,17,2,7,4,5,1
FRA-Ligue 1,1819,Lille,Rafael Leão,POR,FW,19,1999,14.3,25,1.75,18,0,2,1,3,1,6,0.42,5,0,1,0,0,0
FRA-Ligue 1,1819,Lille,Reinildo Mandava,MOZ,DF,24,1994,1.1,1,0.93,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Rui Fonte,POR,"FW,MF",28,1990,7.0,13,1.87,12,0,0,1,0,0,1,0.14,1,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Thiago Maia,BRA,MF,21,1997,11.3,20,1.76,17,0,0,0,1,2,1,0.09,1,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Thiago Mendes,BRA,MF,26,1992,34.2,112,3.28,65,41,0,2,2,2,9,0.26,5,3,0,0,1,0
FRA-Ligue 1,1819,Lille,Xeka,POR,MF,23,1994,25.1,34,1.35,24,5,2,0,2,1,2,0.08,1,1,0,0,0,0
FRA-Ligue 1,1819,Lille,Yassine Benzia,ALG,MF,23,1994,1.8,11,6.19,9,0,0,1,1,0,3,1.69,3,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Youssouf Koné,MLI,DF,23,1995,19.0,38,2.0,33,2,2,0,1,0,6,0.32,6,0,0,0,0,0
FRA-Ligue 1,1819,Lille,Zeki Çelik,TUR,DF,21,1997,33.0,81,2.45,63,7,4,1,2,4,9,0.27,6,1,0,0,2,0
FRA-Ligue 1,1819,Lyon,Anthony Lopes,POR,GK,27,1990,34.0,3,0.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Bertrand Traoré,BFA,FW,22,1995,23.5,93,3.95,63,0,15,4,11,0,15,0.64,11,0,3,0,1,0
FRA-Ligue 1,1819,Lyon,Ferland Mendy,FRA,DF,23,1995,28.1,94,3.34,79,3,9,0,3,0,6,0.21,6,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Fernando Marçal,BRA,DF,29,1989,9.8,16,1.64,15,1,0,0,0,0,3,0.31,3,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Houssem Aouar,ALG,MF,20,1998,34.0,123,3.62,97,0,5,11,9,1,20,0.59,11,0,0,3,5,1
FRA-Ligue 1,1819,Lyon,Jason Denayer,BEL,DF,23,1995,30.6,16,0.52,13,0,0,3,0,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Jordan Ferri,FRA,MF,26,1992,1.3,2,1.55,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Jérémy Morel,MAD,DF,34,1984,11.8,13,1.1,12,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Kenny Tete,NED,DF,22,1995,11.6,33,2.83,30,0,0,1,1,1,4,0.34,4,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Lenny Pintor,FRA,FW,17,2000,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Leo Dubois,FRA,DF,23,1994,22.7,55,2.42,41,3,2,5,3,1,7,0.31,7,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Lucas Tousart,FRA,MF,21,1997,19.2,36,1.88,30,0,2,1,1,2,3,0.16,3,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Marcelo,BRA,DF,31,1987,32.0,31,0.97,26,2,0,3,0,0,2,0.06,1,0,0,1,0,0
FRA-Ligue 1,1819,Lyon,Mariano,DOM,FW,24,1993,1.6,2,1.25,2,0,0,0,0,0,1,0.62,1,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Martin Terrier,FRA,FW,21,1997,16.5,61,3.69,50,1,1,7,1,1,6,0.36,4,0,0,2,0,0
FRA-Ligue 1,1819,Lyon,Mathieu Gorgelin,FRA,GK,27,1990,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Maxwel Cornet,CIV,FW,21,1996,14.2,58,4.08,36,2,10,6,4,0,9,0.63,5,0,3,1,0,0
FRA-Ligue 1,1819,Lyon,Memphis,NED,"FW,MF",24,1994,30.4,220,7.23,128,56,13,13,9,1,13,0.43,9,1,1,2,0,0
FRA-Ligue 1,1819,Lyon,Moussa Dembélé,FRA,FW,22,1996,22.4,64,2.86,41,0,6,8,9,0,8,0.36,5,0,1,1,1,0
FRA-Ligue 1,1819,Lyon,Nabil Fekir,FRA,MF,25,1993,22.1,130,5.89,80,16,13,11,10,0,13,0.59,11,0,1,0,1,0
FRA-Ligue 1,1819,Lyon,Oumar Solet,FRA,DF,18,2000,0.7,1,1.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Pape Cheikh Diop,SEN,MF,20,1997,5.0,8,1.59,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Rafael,BRA,DF,28,1990,11.4,33,2.9,29,0,0,1,3,0,1,0.09,1,0,0,0,0,0
FRA-Ligue 1,1819,Lyon,Tanguy Ndombele,FRA,MF,21,1996,29.9,122,4.08,103,1,3,3,10,2,17,0.57,15,0,0,1,0,1
FRA-Ligue 1,1819,Lyon,Yassin Fekir,FRA,FW,21,1997,0.1,1,7.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Adil Rami,FRA,DF,32,1985,15.7,10,0.64,5,0,0,5,0,0,1,0.06,0,0,0,1,0,0
FRA-Ligue 1,1819,Marseille,Boubacar Kamara,FRA,DF,18,1999,26.8,31,1.16,25,2,0,0,3,1,2,0.07,2,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Bouna Sarr,SEN,"DF,MF",26,1992,24.9,70,2.81,54,4,5,3,3,1,7,0.28,3,2,0,2,0,0
FRA-Ligue 1,1819,Marseille,Christopher Rocchia,FRA,DF,20,1998,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Clinton N'Jie,CMR,FW,24,1993,4.0,15,3.74,13,0,0,1,1,0,2,0.5,2,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Dimitri Payet,FRA,"MF,FW",31,1987,21.2,137,6.48,72,48,6,3,8,0,10,0.47,8,2,0,0,0,0
FRA-Ligue 1,1819,Marseille,Duje Ćaleta-Car,CRO,DF,21,1996,17.2,12,0.7,11,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Florian Thauvin,FRA,"FW,MF",25,1993,29.0,110,3.79,64,17,8,14,6,1,12,0.41,5,2,1,3,1,0
FRA-Ligue 1,1819,Marseille,Grégory Sertic,FRA,MF,28,1989,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Hiroki Sakai,JPN,DF,28,1990,26.4,70,2.65,53,8,0,2,5,2,7,0.27,6,1,0,0,0,0
FRA-Ligue 1,1819,Marseille,Jordan Amavi,FRA,DF,24,1994,24.2,53,2.19,41,5,2,3,0,2,3,0.12,3,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Kevin Strootman,NED,MF,28,1990,21.6,46,2.13,36,5,1,4,0,0,8,0.37,5,1,1,1,0,0
FRA-Ligue 1,1819,Marseille,Kostas Mitroglou,GRE,FW,30,1988,6.4,10,1.55,9,0,0,1,0,0,2,0.31,2,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Lucas Ocampos,ARG,"FW,MF",24,1994,30.1,68,2.26,44,2,5,4,11,2,10,0.33,7,0,1,1,1,0
FRA-Ligue 1,1819,Marseille,Luiz Gustavo,BRA,"MF,DF",31,1987,27.1,31,1.15,22,1,0,7,1,0,6,0.22,2,0,0,4,0,0
FRA-Ligue 1,1819,Marseille,Mario Balotelli,ITA,FW,27,1990,10.4,32,3.09,20,0,2,5,5,0,4,0.39,3,0,0,1,0,0
FRA-Ligue 1,1819,Marseille,Maxime Lopez,FRA,MF,20,1997,24.2,88,3.63,68,18,0,1,1,0,7,0.29,6,1,0,0,0,0
FRA-Ligue 1,1819,Marseille,Morgan Sanson,FRA,MF,23,1994,26.7,67,2.51,53,0,4,2,5,3,9,0.34,6,0,1,1,1,0
FRA-Ligue 1,1819,Marseille,Nemanja Radonjić,SRB,"FW,MF",22,1996,7.6,19,2.51,11,1,3,2,1,1,1,0.13,1,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Rolando,POR,DF,32,1985,8.9,4,0.45,3,1,0,0,0,0,1,0.11,1,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Steve Mandanda,FRA,GK,33,1985,30.4,5,0.16,4,1,0,0,0,0,2,0.07,1,1,0,0,0,0
FRA-Ligue 1,1819,Marseille,Tomáš Hubočan,SVK,DF,32,1985,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Marseille,Valère Germain,FRA,FW,28,1990,24.1,46,1.91,38,0,0,4,4,0,7,0.29,6,0,0,1,0,0
FRA-Ligue 1,1819,Marseille,Yohann Pelé,FRA,GK,35,1982,7.6,1,0.13,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Adama Traoré,MLI,MF,23,1995,2.7,13,4.87,8,2,1,1,1,0,1,0.37,0,1,0,0,0,0
FRA-Ligue 1,1819,Monaco,Adrien Silva,POR,MF,29,1989,13.2,28,2.13,21,3,1,1,1,1,1,0.08,1,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Aleksandr Golovin,RUS,"MF,FW",22,1996,25.4,81,3.18,56,5,3,8,6,3,7,0.28,6,1,0,0,0,0
FRA-Ligue 1,1819,Monaco,Almamy Touré,MLI,DF,22,1996,3.8,5,1.3,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Andrea Raggi,ITA,DF,34,1984,5.5,5,0.91,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Antonio Barreca,ITA,DF,23,1995,6.6,10,1.52,7,3,0,0,0,0,1,0.15,1,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Benjamin Henrichs,GER,"DF,MF",21,1997,20.3,45,2.22,32,2,4,0,4,3,4,0.2,1,0,1,0,2,0
FRA-Ligue 1,1819,Monaco,Benoît Badiashile,FRA,DF,17,2001,19.6,14,0.72,11,1,0,0,1,1,2,0.1,1,0,0,0,1,0
FRA-Ligue 1,1819,Monaco,Carlos Vinícius,BRA,"FW,MF",23,1995,5.8,19,3.27,10,0,4,3,2,0,3,0.52,0,0,1,1,1,0
FRA-Ligue 1,1819,Monaco,Cesc Fàbregas,ESP,MF,31,1987,10.7,41,3.82,31,9,0,1,0,0,3,0.28,3,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Danijel Subašić,CRO,GK,33,1984,12.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Diego Benaglio,SUI,GK,34,1983,22.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Djibril Sidibé,FRA,"DF,MF",26,1992,23.1,67,2.9,50,6,2,3,3,3,3,0.13,2,0,0,1,0,0
FRA-Ligue 1,1819,Monaco,Fodé Ballo-Touré,SEN,DF,21,1997,17.7,38,2.15,32,2,3,0,1,0,5,0.28,5,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Gelson Martins,POR,"FW,MF",23,1995,15.4,47,3.05,34,0,4,4,5,0,5,0.32,3,0,1,1,0,0
FRA-Ligue 1,1819,Monaco,Georges-Kévin N'Koudou,CMR,FW,23,1995,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Giulian Biancone,FRA,DF,18,2000,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Han-Noah Massengo,FRA,MF,17,2001,0.7,3,4.43,3,0,0,0,0,0,1,1.48,1,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Jean-Eudes Aholou,CIV,MF,24,1994,11.9,28,2.34,20,0,3,3,1,1,3,0.25,2,0,0,1,0,0
FRA-Ligue 1,1819,Monaco,Jemerson,BRA,"DF,MF",25,1992,24.7,12,0.49,11,0,0,1,0,0,1,0.04,1,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Jordi Mboula,ESP,"FW,MF",19,1999,3.1,7,2.28,5,0,2,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Julien Serrano,FRA,"MF,DF",20,1998,1.3,1,0.76,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Kamil Glik,POL,DF,30,1988,33.0,11,0.33,10,0,0,1,0,0,2,0.06,2,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Kévin N'Doram,FRA,"DF,MF",22,1996,2.2,3,1.38,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Moussa Sylla,MLI,"FW,MF",18,1999,8.5,25,2.93,19,1,2,1,2,0,2,0.23,1,0,0,0,1,0
FRA-Ligue 1,1819,Monaco,Nacer Chadli,BEL,"MF,DF",28,1989,7.7,21,2.74,8,11,0,1,1,0,1,0.13,1,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Naldo,BRA,DF,35,1982,3.3,2,0.6,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Pelé,GNB,MF,26,1991,5.2,8,1.6,7,0,0,0,1,0,1,0.2,0,0,0,0,1,0
FRA-Ligue 1,1819,Monaco,Pietro Pellegri,ITA,"FW,MF",17,2001,0.9,3,3.29,1,0,0,0,1,1,1,1.1,0,0,0,0,0,1
FRA-Ligue 1,1819,Monaco,Radamel Falcao,COL,FW,32,1986,28.4,46,1.62,30,0,5,4,7,0,3,0.11,2,0,0,1,0,0
FRA-Ligue 1,1819,Monaco,Romain Faivre,FRA,MF,20,1998,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Ronaël Pierre-Gabriel,FRA,DF,20,1998,3.9,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Rony Lopes,POR,"FW,MF",22,1995,20.5,101,4.92,49,28,11,8,2,3,4,0.19,2,1,0,0,0,1
FRA-Ligue 1,1819,Monaco,Samuel Grandsir,FRA,"FW,MF",21,1996,5.2,15,2.88,11,1,2,0,0,1,1,0.19,1,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Seydou Sy,SEN,GK,22,1995,2.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Sofiane Diop,FRA,"MF,FW",18,2000,8.2,20,2.43,12,1,3,2,2,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Stevan Jovetić,MNE,"MF,FW",28,1989,4.4,16,3.61,9,0,0,6,1,0,1,0.23,1,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Willem Geubbels,FRA,MF,16,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,William Vainqueur,FRA,MF,29,1988,0.9,4,4.5,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Wilson Isidor,FRA,FW,17,2000,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Youri Tielemans,BEL,MF,21,1997,18.7,48,2.57,37,4,3,2,1,1,3,0.16,3,0,0,0,0,0
FRA-Ligue 1,1819,Monaco,Youssef Aït Bennasser,MAR,MF,22,1996,11.9,27,2.26,26,0,1,0,0,0,5,0.42,4,0,1,0,0,0
FRA-Ligue 1,1819,Montpellier,Ambroise Oyongo,CMR,DF,27,1991,23.7,46,1.94,35,4,5,2,0,0,3,0.13,2,0,0,1,0,0
FRA-Ligue 1,1819,Montpellier,Andy Delort,ALG,FW,26,1991,34.6,114,3.29,76,9,17,6,5,1,9,0.26,9,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Benjamin Lecomte,FRA,GK,27,1991,37.0,10,0.27,6,4,0,0,0,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Bilal Boutobba,FRA,"FW,MF",19,1998,0.4,6,16.88,3,0,1,0,2,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Damien Le Tallec,FRA,MF,28,1990,31.2,54,1.73,48,0,0,4,1,1,3,0.1,1,0,0,2,0,0
FRA-Ligue 1,1819,Montpellier,Daniel Congré,FRA,DF,33,1985,36.6,26,0.71,24,0,0,1,1,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Dimitry Bertaud,COD,GK,20,1998,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Ellyes Skhiri,TUN,MF,23,1995,34.3,83,2.42,67,0,4,2,6,4,11,0.32,7,0,1,1,1,1
FRA-Ligue 1,1819,Montpellier,Facundo Píriz,URU,"MF,FW",28,1990,1.3,2,1.55,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Florent Mollet,FRA,MF,26,1991,28.5,137,4.81,82,37,6,9,2,1,13,0.46,8,3,0,2,0,0
FRA-Ligue 1,1819,Montpellier,Gaëtan Laborde,FRA,"FW,MF",24,1994,32.2,81,2.51,59,0,6,6,9,1,9,0.28,5,0,2,1,0,1
FRA-Ligue 1,1819,Montpellier,Giovanni Sio,CIV,FW,29,1989,0.7,4,5.71,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Junior Sambia,FRA,"MF,FW",21,1996,10.3,46,4.46,23,11,5,1,6,0,3,0.29,0,1,1,0,1,0
FRA-Ligue 1,1819,Montpellier,Keagan Dolly,RSA,FW,25,1993,1.0,4,4.09,1,3,0,0,0,0,1,1.02,0,1,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Mathías Suárez,URU,DF,22,1996,6.1,14,2.29,5,2,1,0,6,0,1,0.16,1,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Mihailo Ristić,SRB,"DF,MF",22,1995,3.6,7,1.93,5,0,1,0,1,0,1,0.28,1,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Morgan Poaty,CGO,MF,21,1997,1.0,3,3.0,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Nicolas Cozza,FRA,DF,19,1999,10.9,8,0.73,8,0,0,0,0,0,1,0.09,1,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Paul Lasne,FRA,"MF,DF",29,1989,19.9,54,2.72,40,8,3,1,1,1,7,0.35,4,0,2,0,1,0
FRA-Ligue 1,1819,Montpellier,Pedro Mendes,POR,DF,27,1990,29.6,31,1.05,22,5,1,0,2,1,6,0.2,4,1,0,0,1,0
FRA-Ligue 1,1819,Montpellier,Petar Škuletić,SRB,FW,28,1990,6.7,21,3.15,12,0,2,4,2,1,4,0.6,1,0,1,1,1,0
FRA-Ligue 1,1819,Montpellier,Ruben Aguilar,FRA,DF,25,1993,28.1,103,3.67,80,8,6,2,7,0,7,0.25,6,0,0,1,0,0
FRA-Ligue 1,1819,Montpellier,Souleymane Camara,SEN,"FW,MF",35,1982,1.5,6,3.97,3,0,1,1,1,0,1,0.66,1,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Vitorino Hilton,BRA,DF,40,1977,35.9,29,0.81,27,0,0,2,0,0,2,0.06,2,0,0,0,0,0
FRA-Ligue 1,1819,Montpellier,Yanis Ammour,FRA,MF,19,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Nantes,Abdoulaye Dabo,FRA,FW,17,2001,1.3,5,3.88,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Nantes,Abdoulaye Touré,GUI,MF,24,1994,30.5,75,2.45,55,0,4,7,7,2,7,0.23,2,0,2,2,1,0
FRA-Ligue 1,1819,Nantes,Abdul Majeed Waris,GHA,"FW,MF",26,1991,25.0,78,3.13,50,4,6,3,15,0,10,0.4,5,0,1,0,4,0
FRA-Ligue 1,1819,Nantes,Alexandre Olliero,FRA,GK,22,1996,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Nantes,Alexis Alegue,FRA,FW,21,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Nantes,Andrei Girotto,BRA,MF,26,1992,16.4,18,1.1,15,0,0,1,0,2,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Nantes,Anthony Limbombe,BEL,FW,24,1994,13.7,62,4.51,44,0,4,6,7,1,5,0.36,4,0,0,1,0,0
FRA-Ligue 1,1819,Nantes,Anthony Walongwa,,DF,24,1993,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Nantes,Antonio Mance,CRO,FW,22,1995,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,1819,Nantes,Charles Traore,MLI,"DF,FW",26,1992,12.9,20,1.55,15,2,0,0,3,0,0,0.0,0,0,0,0,0,0
